FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
050210;0900;25;;;
050210;1000;40;;;
050210;1100;84;;;
050210;1200;83;;;
050210;1300;77;;;
050210;1400;58;;;
050210;1500;56;;;
050210;1600;56;;;
050210;1700;52;;;
050210;1800;41;;;
050210;1900;28;;;
050210;2000;22;;;
050210;2100;20;;;
050210;2200;15;;;
050210;2300;16;;;
050211;0000;13;;;
050211;0100;10;;;
050211;0200;11;;;
050211;0300;13;;;
050211;0400;13;;;
050211;0500;10;;;
050211;0600;2;;;
050211;0700;2;;;
050211;0800;3;;;
050211;0900;6;;;
050211;1000;15;;;
050211;1100;24;;;
050211;1200;28;;;
050211;1300;37;;;
050211;1400;38;;;
050211;1500;38;;;
050211;1600;38;;;
050211;1700;40;;;
050211;1800;33;;;
050211;1900;29;;;
050211;2000;24;;;
050211;2100;21;;;
050211;2200;19;;;
050211;2300;12;;;
050212;0000;16;;;
050212;0100;18;;;
050212;0200;21;;;
050212;0300;14;;;
050212;0400;10;;;
050212;0500;6;;;
050212;0600;5;;;
050212;0700;3;;;
050212;0800;7;;;
050212;0900;13;;;
050212;1000;22;;;
050212;1100;24;;;
050212;1200;35;;;
050212;1300;52;;;
050212;1400;45;;;
050212;1500;50;;;
050212;1600;54;;;
050212;1700;52;;;
050212;1800;48;;;
050212;1900;39;;;
050212;2000;22;;;
050212;2100;13;;;
050212;2200;11;;;
050212;2300;11;;;
050213;0000;12;;;
050213;0100;12;;;
050213;0200;11;;;
050213;0300;4;;;
050213;0400;1;;;
050213;0500;5;;;
050213;0600;9;;;
050213;0700;9;;;
050213;0800;6;;;
050213;0900;10;;;
050213;1000;19;;;
050213;1100;43;;;
050213;1200;61;;;
050213;1300;65;;;
050213;1400;55;;;
050213;1500;48;;;
050213;1600;44;;;
050213;1700;37;;;
050213;1800;31;;;
050213;1900;24;;;
050213;2000;17;;;
050213;2100;13;;;
050213;2200;13;;;
050213;2300;14;;;
050214;0000;16;;;
050214;0100;14;;;
050214;0200;11;;;
050214;0300;10;;;
050214;0400;6;;;
050214;0500;1;;;
050214;0600;1;;;
050214;0700;2;;;
050214;0800;7;;;
050214;0900;16;;;
050214;1000;25;;;
050214;1100;50;;;
050214;1200;54;;;
050214;1300;51;;;
050214;1400;45;;;
050214;1500;43;;;
050214;1600;43;;;
050214;1700;36;;;
050214;1800;26;;;
050214;1900;18;;;
050214;2000;17;;;
050214;2100;14;;;
050214;2200;12;;;
050214;2300;13;;;
050215;0000;11;;;
050215;0100;4;;;
050215;0200;1;;;
050215;0300;1;;;
050215;0400;2;;;
050215;0500;6;;;
050215;0600;2;;;
050215;0700;1;;;
050215;0800;4;;;
050215;0900;14;;;
050215;1000;32;;;
050215;1100;57;;;
050215;1200;68;;;
050215;1300;61;;;
050215;1400;57;;;
050215;1500;53;;;
050215;1600;51;;;
050215;1700;45;;;
050215;1800;35;;;
050215;1900;30;;;
050215;2000;23;;;
050215;2100;16;;;
050215;2200;14;;;
050215;2300;3;;;
050216;0000;7;;;
050216;0100;9;;;
050216;0200;3;;;
050216;0300;1;;;
050216;0400;1;;;
050216;0500;1;;;
050216;0600;2;;;
050216;0700;2;;;
050216;0800;6;;;
050216;0900;18;;;
050216;1000;31;;;
050216;1100;54;;;
050216;1200;79;;;
050216;1300;70;;;
050216;1400;54;;;
050216;1500;51;;;
050216;1600;46;;;
050216;1700;41;;;
050216;1800;38;;;
050216;1900;28;;;
050216;2000;23;;;
050216;2100;22;;;
050216;2200;20;;;
050216;2300;15;;;
050217;0000;18;;;
050217;0100;14;;;
050217;0200;11;;;
050217;0300;12;;;
050217;0400;10;;;
050217;0500;13;;;
050217;0600;8;;;
050217;0700;3;;;
050217;0800;4;;;
050217;0900;6;;;
050217;1000;18;;;
050217;1100;30;;;
050217;1200;39;;;
050217;1300;35;;;
050217;1400;41;;;
050217;1500;41;;;
050217;1600;42;;;
050217;1700;37;;;
050217;1800;34;;;
050217;1900;28;;;
050217;2000;22;;;
050217;2100;15;;;
050217;2200;15;;;
050217;2300;15;;;
050218;0000;8;;;
050218;0100;3;;;
050218;0200;1;;;
050218;0300;1;;;
050218;0400;1;;;
050218;0500;3;;;
050218;0600;2;;;
050218;0700;2;;;
050218;0800;4;;;
050218;0900;12;;;
050218;1000;31;;;
050218;1100;53;;;
050218;1200;76;;;
050218;1300;83;;;
050218;1400;69;;;
050218;1500;61;;;
050218;1600;59;;;
050218;1700;48;;;
050218;1800;35;;;
050218;1900;26;;;
050218;2000;22;;;
050218;2100;19;;;
050218;2200;15;;;
050218;2300;9;;;
050219;0000;2;;;
050219;0100;1;;;
050219;0200;1;;;
050219;0300;1;;;
050219;0400;1;;;
050219;0500;1;;;
050219;0600;1;;;
050219;0700;2;;;
050219;0800;8;;;
050219;0900;20;;;
050219;1000;38;;;
050219;1100;53;;;
050219;1200;54;;;
050219;1300;57;;;
050219;1400;52;;;
050219;1500;52;;;
050219;1600;47;;;
050219;1700;46;;;
050219;1800;39;;;
050219;1900;32;;;
050219;2000;23;;;
050219;2100;16;;;
050219;2200;12;;;
050219;2300;6;;;
050220;0000;6;;;
050220;0100;10;;;
050220;0200;9;;;
050220;0300;9;;;
050220;0400;6;;;
050220;0500;4;;;
050220;0600;2;;;
050220;0700;3;;;
050220;0800;15;;;
050220;0900;30;;;
050220;1000;47;;;
050220;1100;61;;;
050220;1200;65;;;
050220;1300;67;;;
050220;1400;68;;;
050220;1500;58;;;
050220;1600;51;;;
050220;1700;44;;;
050220;1800;35;;;
050220;1900;24;;;
050220;2000;20;;;
050220;2100;19;;;
050220;2200;14;;;
050220;2300;8;;;
050221;0000;5;;;
050221;0100;5;;;
050221;0200;3;;;
050221;0300;2;;;
050221;0400;1;;;
050221;0500;1;;;
050221;0600;1;;;
050221;0700;2;;;
050221;0800;6;;;
050221;0900;17;;;
050221;1000;26;;;
050221;1100;45;;;
050221;1200;74;;;
050221;1300;62;;;
050221;1400;53;;;
050221;1500;49;;;
050221;1600;48;;;
050221;1700;43;;;
050221;1800;41;;;
050221;1900;28;;;
050221;2000;21;;;
050221;2100;16;;;
050221;2200;15;;;
050221;2300;12;;;
050222;0000;7;;;
050222;0100;2;;;
050222;0200;1;;;
050222;0300;1;;;
050222;0400;1;;;
050222;0500;1;;;
050222;0600;1;;;
050222;0700;2;;;
050222;0800;6;;;
050222;0900;13;;;
050222;1000;28;;;
050222;1100;59;;;
050222;1200;56;;;
050222;1300;54;;;
050222;1400;51;;;
050222;1500;48;;;
050222;1600;49;;;
050222;1700;46;;;
050222;1800;36;;;
050222;1900;23;;;
050222;2000;18;;;
050222;2100;13;;;
050222;2200;11;;;
050222;2300;9;;;
050223;0000;3;;;
050223;0100;1;;;
050223;0200;1;;;
050223;0300;1;;;
050223;0400;1;;;
050223;0500;1;;;
050223;0600;1;;;
050223;0700;2;;;
050223;0800;5;;;
050223;0900;14;;;
050223;1000;28;;;
050223;1100;51;;;
050223;1200;63;;;
050223;1300;62;;;
050223;1400;63;;;
050223;1500;62;;;
050223;1600;55;;;
050223;1700;45;;;
050223;1800;34;;;
050223;1900;16;;;
050223;2000;9;;;
050223;2100;10;;;
050223;2200;9;;;
050223;2300;6;;;
050224;0000;1;;;
050224;0100;1;;;
050224;0200;1;;;
050224;0300;1;;;
050224;0400;1;;;
050224;0500;1;;;
050224;0600;1;;;
050224;0700;2;;;
050224;0800;6;;;
050224;0900;12;;;
050224;1000;42;;;
050224;1100;56;;;
050224;1200;68;;;
050224;1300;61;;;
050224;1400;58;;;
050224;1500;50;;;
050224;1600;43;;;
050224;1700;39;;;
050224;1800;33;;;
050224;1900;22;;;
050224;2000;14;;;
050224;2100;12;;;
050224;2200;10;;;
050224;2300;10;;;
050225;0000;5;;;
050225;0100;3;;;
050225;0200;1;;;
050225;0300;1;;;
050225;0400;1;;;
050225;0500;1;;;
050225;0600;1;;;
050225;0700;2;;;
050225;0800;3;;;
050225;0900;8;;;
050225;1000;24;;;
050225;1100;61;;;
050225;1200;87;;;
050225;1300;103;;;
050225;1400;79;;;
050225;1500;64;;;
050225;1600;66;;;
050225;1700;63;;;
050225;1800;46;;;
050225;1900;33;;;
050225;2000;26;;;
050225;2100;13;;;
050225;2200;6;;;
050225;2300;1;;;
050226;0000;1;;;
050226;0100;2;;;
050226;0200;1;;;
050226;0300;1;;;
050226;0400;1;;;
050226;0500;1;;;
050226;0600;1;;;
050226;0700;1;;;
050226;0800;6;;;
050226;0900;28;;;
050226;1000;53;;;
050226;1100;81;;;
050226;1200;80;;;
050226;1300;69;;;
050226;1400;62;;;
050226;1500;58;;;
050226;1600;54;;;
050226;1700;50;;;
050226;1800;40;;;
050226;1900;33;;;
050226;2000;26;;;
050226;2100;23;;;
050226;2200;21;;;
050226;2300;20;;;
050227;0000;20;;;
050227;0100;20;;;
050227;0200;20;;;
050227;0300;22;;;
050227;0400;22;;;
050227;0500;18;;;
050227;0600;14;;;
050227;0700;10;;;
050227;0800;11;;;
050227;0900;12;;;
050227;1000;19;;;
050227;1100;36;;;
050227;1200;43;;;
050227;1300;46;;;
050227;1400;42;;;
050227;1500;45;;;
050227;1600;50;;;
050227;1700;46;;;
050227;1800;41;;;
050227;1900;31;;;
050227;2000;24;;;
050227;2100;20;;;
050227;2200;21;;;
050227;2300;18;;;
050228;0000;22;;;
050228;0100;22;;;
050228;0200;22;;;
050228;0300;22;;;
050228;0400;22;;;
050228;0500;16;;;
050228;0600;6;;;
050228;0700;3;;;
050228;0800;4;;;
050228;0900;4;;;
050228;1000;6;;;
050228;1100;13;;;
050228;1200;19;;;
050228;1300;28;;;
050228;1400;33;;;
050228;1500;37;;;
050228;1600;36;;;
050228;1700;34;;;
050228;1800;29;;;
050228;1900;24;;;
050228;2000;13;;;
050228;2100;8;;;
050228;2200;8;;;
050228;2300;12;;;
050301;0000;15;;;
050301;0100;17;;;
050301;0200;16;;;
050301;0300;11;;;
050301;0400;8;;;
050301;0500;7;;;
050301;0600;2;;;
050301;0700;2;;;
050301;0800;4;;;
050301;0900;12;;;
050301;1000;25;;;
050301;1100;37;;;
050301;1200;50;;;
050301;1300;54;;;
050301;1400;49;;;
050301;1500;43;;;
050301;1600;31;;;
050301;1700;28;;;
050301;1800;26;;;
050301;1900;16;;;
050301;2000;7;;;
050301;2100;5;;;
050301;2200;2;;;
050301;2300;6;;;
050302;0000;7;;;
050302;0100;13;;;
050302;0200;11;;;
050302;0300;7;;;
050302;0400;2;;;
050302;0500;1;;;
050302;0600;1;;;
050302;0700;2;;;
050302;0800;5;;;
050302;0900;10;;;
050302;1000;25;;;
050302;1100;52;;;
050302;1200;77;;;
050302;1300;75;;;
050302;1400;70;;;
050302;1500;70;;;
050302;1600;63;;;
050302;1700;56;;;
050302;1800;35;;;
050302;1900;18;;;
050302;2000;11;;;
050302;2100;10;;;
050302;2200;2;;;
050302;2300;1;;;
050303;0000;1;;;
050303;0100;1;;;
050303;0200;2;;;
050303;0300;1;;;
050303;0400;1;;;
050303;0500;1;;;
050303;0600;2;;;
050303;0700;2;;;
050303;0800;5;;;
050303;0900;17;;;
050303;1000;36;;;
050303;1100;53;;;
050303;1200;84;;;
050303;1300;99;;;
050303;1400;81;;;
050303;1500;65;;;
050303;1600;55;;;
050303;1700;44;;;
050303;1800;26;;;
050303;1900;15;;;
050303;2000;9;;;
050303;2100;6;;;
050303;2200;6;;;
050303;2300;8;;;
050304;0000;1;;;
050304;0100;1;;;
050304;0200;1;;;
050304;0300;1;;;
050304;0400;1;;;
050304;0500;1;;;
050304;0600;2;;;
050304;0700;2;;;
050304;0800;4;;;
050304;0900;11;;;
050304;1000;27;;;
050304;1100;40;;;
050304;1200;43;;;
050304;1300;48;;;
050304;1400;48;;;
050304;1500;47;;;
050304;1600;45;;;
050304;1700;33;;;
050304;1800;21;;;
050304;1900;16;;;
050304;2000;6;;;
050304;2100;6;;;
050304;2200;9;;;
050304;2300;7;;;
050305;0000;3;;;
050305;0100;5;;;
050305;0200;4;;;
050305;0300;2;;;
050305;0400;1;;;
050305;0500;1;;;
050305;0600;1;;;
050305;0700;2;;;
050305;0800;6;;;
050305;0900;11;;;
050305;1000;31;;;
050305;1100;51;;;
050305;1200;67;;;
050305;1300;61;;;
050305;1400;50;;;
050305;1500;50;;;
050305;1600;40;;;
050305;1700;39;;;
050305;1800;36;;;
050305;1900;22;;;
050305;2000;18;;;
050305;2100;12;;;
050305;2200;6;;;
050305;2300;6;;;
050306;0000;4;;;
050306;0100;1;;;
050306;0200;1;;;
050306;0300;2;;;
050306;0400;3;;;
050306;0500;6;;;
050306;0600;2;;;
050306;0700;2;;;
050306;0800;8;;;
050306;0900;17;;;
050306;1000;28;;;
050306;1100;35;;;
050306;1200;37;;;
050306;1300;35;;;
050306;1400;36;;;
050306;1500;32;;;
050306;1600;30;;;
050306;1700;30;;;
050306;1800;25;;;
050306;1900;17;;;
050306;2000;11;;;
050306;2100;9;;;
050306;2200;6;;;
050306;2300;15;;;
050307;0000;16;;;
050307;0100;16;;;
050307;0200;12;;;
050307;0300;10;;;
050307;0400;12;;;
050307;0500;10;;;
050307;0600;4;;;
050307;0700;2;;;
050307;0800;3;;;
050307;0900;5;;;
050307;1000;10;;;
050307;1100;12;;;
050307;1200;11;;;
050307;1300;16;;;
050307;1400;17;;;
050307;1500;14;;;
050307;1600;12;;;
050307;1700;14;;;
050307;1800;14;;;
050307;1900;9;;;
050307;2000;10;;;
050307;2100;11;;;
050307;2200;7;;;
050307;2300;3;;;
050308;0000;4;;;
050308;0100;7;;;
050308;0200;2;;;
050308;0300;1;;;
050308;0400;1;;;
050308;0500;1;;;
050308;0600;1;;;
050308;0700;2;;;
050308;0800;4;;;
050308;0900;8;;;
050308;1000;10;;;
050308;1100;27;;;
050308;1200;43;;;
050308;1300;48;;;
050308;1400;40;;;
050308;1500;37;;;
050308;1600;36;;;
050308;1700;35;;;
050308;1800;30;;;
050308;1900;16;;;
050308;2000;5;;;
050308;2100;2;;;
050308;2200;3;;;
050308;2300;3;;;
050309;0000;3;;;
050309;0100;1;;;
050309;0200;1;;;
050309;0300;1;;;
050309;0400;1;;;
050309;0500;1;;;
050309;0600;1;;;
050309;0700;2;;;
050309;0800;4;;;
050309;0900;9;;;
050309;1000;22;;;
050309;1100;47;;;
050309;1200;62;;;
050309;1300;72;;;
050309;1400;62;;;
050309;1500;49;;;
050309;1600;52;;;
050309;1700;49;;;
050309;1800;40;;;
050309;1900;24;;;
050309;2000;10;;;
050309;2100;4;;;
050309;2200;1;;;
050309;2300;4;;;
050310;0000;2;;;
050310;0100;3;;;
050310;0200;1;;;
050310;0300;1;;;
050310;0400;1;;;
050310;0500;1;;;
050310;0600;2;;;
050310;0700;2;;;
050310;0800;4;;;
050310;0900;17;;;
050310;1000;36;;;
050310;1100;65;;;
050310;1200;66;;;
050310;1300;58;;;
050310;1400;47;;;
050310;1500;54;;;
050310;1600;51;;;
050310;1700;46;;;
050310;1800;37;;;
050310;1900;24;;;
050310;2000;22;;;
050310;2100;22;;;
050310;2200;27;;;
050310;2300;30;;;
050311;0000;23;;;
050311;0100;4;;;
050311;0200;2;;;
050311;0300;2;;;
050311;0400;3;;;
050311;0500;1;;;
050311;0600;2;;;
050311;0700;2;;;
050311;0800;7;;;
050311;0900;15;;;
050311;1000;30;;;
050311;1100;32;;;
050311;1200;26;;;
050311;1300;17;;;
050311;1400;7;;;
050311;1500;4;;;
050311;1600;3;;;
050311;1700;2;;;
050311;1800;2;;;
050311;1900;1;;;
050311;2000;1;;;
050311;2100;1;;;
050311;2200;1;;;
050311;2300;1;;;
050312;0000;1;;;
050312;0100;1;;;
050312;0200;1;;;
050312;0300;;;;
050312;0400;;;;
050312;0500;;;;
050312;0600;;;;
050312;0700;;;;
050312;0800;;;;
050312;0900;;;;
050312;1000;6;;;
050312;1100;13;;;
050312;1200;20;;;
050312;1300;30;;;
050312;1400;34;;;
050312;1500;36;;;
050312;1600;37;;;
050312;1700;35;;;
050312;1800;25;;;
050312;1900;11;;;
050312;2000;2;;;
050312;2100;1;;;
050312;2200;1;;;
050312;2300;1;;;
050313;0000;1;;;
050313;0100;1;;;
050313;0200;1;;;
050313;0300;1;;;
050313;0400;1;;;
050313;0500;1;;;
050313;0600;1;;;
050313;0700;2;;;
050313;0800;5;;;
050313;0900;18;;;
050313;1000;38;;;
050313;1100;60;;;
050313;1200;83;;;
050313;1300;109;;;
050313;1400;92;;;
050313;1500;77;;;
050313;1600;69;;;
050313;1700;64;;;
050313;1800;62;;;
050313;1900;32;;;
050313;2000;20;;;
050313;2100;9;;;
050313;2200;1;;;
050313;2300;1;;;
050314;0000;1;;;
050314;0100;1;;;
050314;0200;1;;;
050314;0300;1;;;
050314;0400;1;;;
050314;0500;1;;;
050314;0600;1;;;
050314;0700;1;;;
050314;0800;4;;;
050314;0900;15;;;
050314;1000;36;;;
050314;1100;52;;;
050314;1200;59;;;
050314;1300;60;;;
050314;1400;55;;;
050314;1500;50;;;
050314;1600;45;;;
050314;1700;34;;;
050314;1800;20;;;
050314;1900;11;;;
050314;2000;14;;;
050314;2100;8;;;
050314;2200;10;;;
050314;2300;5;;;
050315;0000;4;;;
050315;0100;11;;;
050315;0200;7;;;
050315;0300;5;;;
050315;0400;7;;;
050315;0500;4;;;
050315;0600;1;;;
050315;0700;2;;;
050315;0800;2;;;
050315;0900;5;;;
050315;1000;12;;;
050315;1100;25;;;
050315;1200;48;;;
050315;1300;42;;;
050315;1400;34;;;
050315;1500;34;;;
050315;1600;36;;;
050315;1700;31;;;
050315;1800;19;;;
050315;1900;6;;;
050315;2000;4;;;
050315;2100;4;;;
050315;2200;4;;;
050315;2300;6;;;
050316;0000;3;;;
050316;0100;3;;;
050316;0200;3;;;
050316;0300;1;;;
050316;0400;1;;;
050316;0500;1;;;
050316;0600;1;;;
050316;0700;1;;;
050316;0800;3;;;
050316;0900;9;;;
050316;1000;20;;;
050316;1100;36;;;
050316;1200;59;;;
050316;1300;68;;;
050316;1400;63;;;
050316;1500;59;;;
050316;1600;53;;;
050316;1700;42;;;
050316;1800;28;;;
050316;1900;11;;;
050316;2000;6;;;
050316;2100;6;;;
050316;2200;4;;;
050316;2300;5;;;
050317;0000;4;;;
050317;0100;1;;;
050317;0200;1;;;
050317;0300;2;;;
050317;0400;1;;;
050317;0500;1;;;
050317;0600;1;;;
050317;0700;1;;;
050317;0800;2;;;
050317;0900;3;;;
050317;1000;8;;;
050317;1100;20;;;
050317;1200;36;;;
050317;1300;54;;;
050317;1400;50;;;
050317;1500;50;;;
050317;1600;47;;;
050317;1700;42;;;
050317;1800;34;;;
050317;1900;10;;;
050317;2000;9;;;
050317;2100;12;;;
050317;2200;2;;;
050317;2300;1;;;
050318;0000;1;;;
050318;0100;1;;;
050318;0200;1;;;
050318;0300;1;;;
050318;0400;1;;;
050318;0500;1;;;
050318;0600;1;;;
050318;0700;2;;;
050318;0800;4;;;
050318;0900;13;;;
050318;1000;29;;;
050318;1100;51;;;
050318;1200;51;;;
050318;1300;46;;;
050318;1400;48;;;
050318;1500;51;;;
050318;1600;53;;;
050318;1700;48;;;
050318;1800;26;;;
050318;1900;4;;;
050318;2000;14;;;
050318;2100;2;;;
050318;2200;1;;;
050318;2300;1;;;
050319;0000;1;;;
050319;0100;1;;;
050319;0200;1;;;
050319;0300;1;;;
050319;0400;2;;;
050319;0500;1;;;
050319;0600;1;;;
050319;0700;2;;;
050319;0800;5;;;
050319;0900;11;;;
050319;1000;28;;;
050319;1100;47;;;
050319;1200;78;;;
050319;1300;94;;;
050319;1400;82;;;
050319;1500;70;;;
050319;1600;61;;;
050319;1700;65;;;
050319;1800;60;;;
050319;1900;48;;;
050319;2000;35;;;
050319;2100;21;;;
050319;2200;11;;;
050319;2300;1;;;
050320;0000;1;;;
050320;0100;2;;;
050320;0200;2;;;
050320;0300;1;;;
050320;0400;1;;;
050320;0500;2;;;
050320;0600;1;;;
050320;0700;2;;;
050320;0800;4;;;
050320;0900;11;;;
050320;1000;20;;;
050320;1100;29;;;
050320;1200;51;;;
050320;1300;64;;;
050320;1400;73;;;
050320;1500;68;;;
050320;1600;66;;;
050320;1700;62;;;
050320;1800;49;;;
050320;1900;38;;;
050320;2000;19;;;
050320;2100;3;;;
050320;2200;1;;;
050320;2300;1;;;
050321;0000;2;;;
050321;0100;2;;;
050321;0200;3;;;
050321;0300;8;;;
050321;0400;7;;;
050321;0500;7;;;
050321;0600;3;;;
050321;0700;1;;;
050321;0800;2;;;
050321;0900;3;;;
050321;1000;8;;;
050321;1100;20;;;
050321;1200;38;;;
050321;1300;53;;;
050321;1400;57;;;
050321;1500;54;;;
050321;1600;50;;;
050321;1700;;;;
050321;1800;25;;;
050321;1900;24;;;
050321;2000;11;;;
050321;2100;1;;;
050321;2200;8;;;
050321;2300;7;;;
050322;0000;1;;;
050322;0100;1;;;
050322;0200;1;;;
050322;0300;1;;;
050322;0400;1;;;
050322;0500;1;;;
050322;0600;1;;;
050322;0700;2;;;
050322;0800;3;;;
050322;0900;10;;;
050322;1000;22;;;
050322;1100;43;;;
050322;1200;59;;;
050322;1300;69;;;
050322;1400;69;;;
050322;1500;63;;;
050322;1600;51;;;
050322;1700;44;;;
050322;1800;31;;;
050322;1900;22;;;
050322;2000;16;;;
050322;2100;15;;;
050322;2200;2;;;
050322;2300;1;;;
050323;0000;1;;;
050323;0100;1;;;
050323;0200;1;;;
050323;0300;1;;;
050323;0400;1;;;
050323;0500;1;;;
050323;0600;1;;;
050323;0700;2;;;
050323;0800;2;;;
050323;0900;9;;;
050323;1000;23;;;
050323;1100;50;;;
050323;1200;60;;;
050323;1300;112;;;
050323;1400;87;;;
050323;1500;79;;;
050323;1600;69;;;
050323;1700;54;;;
050323;1800;40;;;
050323;1900;28;;;
050323;2000;31;;;
050323;2100;16;;;
050323;2200;8;;;
050323;2300;7;;;
050324;0000;2;;;
050324;0100;1;;;
050324;0200;1;;;
050324;0300;1;;;
050324;0400;1;;;
050324;0500;1;;;
050324;0600;1;;;
050324;0700;2;;;
050324;0800;3;;;
050324;0900;12;;;
050324;1000;25;;;
050324;1100;43;;;
050324;1200;73;;;
050324;1300;78;;;
050324;1400;75;;;
050324;1500;63;;;
050324;1600;58;;;
050324;1700;53;;;
050324;1800;39;;;
050324;1900;25;;;
050324;2000;17;;;
050324;2100;8;;;
050324;2200;1;;;
050324;2300;1;;;
050325;0000;1;;;
050325;0100;1;;;
050325;0200;1;;;
050325;0300;1;;;
050325;0400;1;;;
050325;0500;1;;;
050325;0600;1;;;
050325;0700;2;;;
050325;0800;10;;;
050325;0900;29;;;
050325;1000;50;;;
050325;1100;64;;;
050325;1200;74;;;
050325;1300;74;;;
050325;1400;74;;;
050325;1500;68;;;
050325;1600;59;;;
050325;1700;52;;;
050325;1800;42;;;
050325;1900;31;;;
050325;2000;32;;;
050325;2100;32;;;
050325;2200;31;;;
050325;2300;27;;;
050326;0000;21;;;
050326;0100;16;;;
050326;0200;14;;;
050326;0300;11;;;
050326;0400;9;;;
050326;0500;14;;;
050326;0600;14;;;
050326;0700;10;;;
050326;0800;9;;;
050326;0900;11;;;
050326;1000;11;;;
050326;1100;13;;;
050326;1200;18;;;
050326;1300;19;;;
050326;1400;27;;;
050326;1500;37;;;
050326;1600;33;;;
050326;1700;27;;;
050326;1800;20;;;
050326;1900;10;;;
050326;2000;8;;;
050326;2100;8;;;
050326;2200;12;;;
050326;2300;11;;;
050327;0000;11;;;
050327;0100;8;;;
050327;0200;3;;;
050327;0300;2;;;
050327;0400;2;;;
050327;0500;1;;;
050327;0600;1;;;
050327;0700;2;;;
050327;0800;4;;;
050327;0900;12;;;
050327;1000;21;;;
050327;1100;36;;;
050327;1200;50;;;
050327;1300;68;;;
050327;1400;72;;;
050327;1500;59;;;
050327;1600;55;;;
050327;1700;47;;;
050327;1800;32;;;
050327;1900;18;;;
050327;2000;12;;;
050327;2100;7;;;
050327;2200;3;;;
050327;2300;2;;;
050328;0000;1;;;
050328;0100;1;;;
050328;0200;1;;;
050328;0300;1;;;
050328;0400;1;;;
050328;0500;1;;;
050328;0600;1;;;
050328;0700;1;;;
050328;0800;3;;;
050328;0900;7;;;
050328;1000;14;;;
050328;1100;26;;;
050328;1200;60;;;
050328;1300;52;;;
050328;1400;57;;;
050328;1500;56;;;
050328;1600;53;;;
050328;1700;41;;;
050328;1800;13;;;
050328;1900;8;;;
050328;2000;7;;;
050328;2100;6;;;
050328;2200;10;;;
050328;2300;10;;;
050329;0000;8;;;
050329;0100;3;;;
050329;0200;2;;;
050329;0300;1;;;
050329;0400;1;;;
050329;0500;1;;;
050329;0600;1;;;
050329;0700;2;;;
050329;0800;2;;;
050329;0900;4;;;
050329;1000;10;;;
050329;1100;24;;;
050329;1200;46;;;
050329;1300;53;;;
050329;1400;51;;;
050329;1500;46;;;
050329;1600;40;;;
050329;1700;35;;;
050329;1800;26;;;
050329;1900;10;;;
050329;2000;2;;;
050329;2100;1;;;
050329;2200;10;;;
050329;2300;10;;;
050330;0000;6;;;
050330;0100;9;;;
050330;0200;10;;;
050330;0300;8;;;
050330;0400;7;;;
050330;0500;1;;;
050330;0600;1;;;
050330;0700;2;;;
050330;0800;2;;;
050330;0900;3;;;
050330;1000;5;;;
050330;1100;12;;;
050330;1200;25;;;
050330;1300;22;;;
050330;1400;19;;;
050330;1500;19;;;
050330;1600;15;;;
050330;1700;12;;;
050330;1800;3;;;
050330;1900;3;;;
050330;2000;2;;;
050330;2100;1;;;
050330;2200;1;;;
050330;2300;1;;;
050331;0000;1;;;
050331;0100;3;;;
050331;0200;3;;;
050331;0300;1;;;
050331;0400;1;;;
050331;0500;8;;;
050331;0600;3;;;
050331;0700;1;;;
050331;0800;2;;;
050331;0900;3;;;
050331;1000;5;;;
050331;1100;7;;;
050331;1200;16;;;
050331;1300;24;;;
050331;1400;25;;;
050331;1500;24;;;
050331;1600;24;;;
050331;1700;22;;;
050331;1800;8;;;
050331;1900;1;;;
050331;2000;1;;;
050331;2100;1;;;
050331;2200;1;;;
050331;2300;1;;;
050401;0000;1;;;
050401;0100;1;;;
050401;0200;1;;;
050401;0300;1;;;
050401;0400;1;;;
050401;0500;1;;;
050401;0600;1;;;
050401;0700;1;;;
050401;0800;1;;;
050401;0900;2;;;
050401;1000;3;;;
050401;1100;4;;;
050401;1200;8;;;
050401;1300;10;;;
050401;1400;15;;;
050401;1500;20;;;
050401;1600;21;;;
050401;1700;18;;;
050401;1800;6;;;
050401;1900;1;;;
050401;2000;5;;;
050401;2100;2;;;
050401;2200;10;;;
050401;2300;8;;;
050402;0000;2;;;
050402;0100;1;;;
050402;0200;1;;;
050402;0300;1;;;
050402;0400;1;;;
050402;0500;1;;;
050402;0600;1;;;
050402;0700;2;;;
050402;0800;4;;;
050402;0900;14;;;
050402;1000;24;;;
050402;1100;37;;;
050402;1200;44;;;
050402;1300;62;;;
050402;1400;68;;;
050402;1500;67;;;
050402;1600;52;;;
050402;1700;44;;;
050402;1800;32;;;
050402;1900;10;;;
050402;2000;5;;;
050402;2100;8;;;
050402;2200;3;;;
050402;2300;1;;;
050403;0000;1;;;
050403;0100;1;;;
050403;0200;2;;;
050403;0300;1;;;
050403;0400;1;;;
050403;0500;1;;;
050403;0600;1;;;
050403;0700;2;;;
050403;0800;4;;;
050403;0900;18;;;
050403;1000;33;;;
050403;1100;46;;;
050403;1200;63;;;
050403;1300;65;;;
050403;1400;67;;;
050403;1500;66;;;
050403;1600;60;;;
050403;1700;54;;;
050403;1800;39;;;
050403;1900;28;;;
050403;2000;25;;;
050403;2100;8;;;
050403;2200;1;;;
050403;2300;1;;;
050404;0000;1;;;
050404;0100;1;;;
050404;0200;1;;;
050404;0300;1;;;
050404;0400;1;;;
050404;0500;1;;;
